2,553.4
3,422.75
4,357.266666667
5,284.275
6,237.4
7,205.533333333
8,182.271428571
9,164.7625
10,150.811111111
11,139.21
12,129.381818182
13,120.916666667
14,113.553846154
15,107.014285714
16,101.226666667
17,96.13125
18,91.5411764706
19,87.4166666667
20,83.6894736842
21,80.145
22,76.8428571429
23,73.5090909091
24,70.4304347826
25,67.5583333333
26,64.904
27,62.4538461538
28,60.1851851852
29,58.0785714286
30,56.1172413793
31,54.2866666667
32,52.5741935484
33,50.96875
34,49.4606060606
35,48.0411764706
36,46.7028571429
37,45.4388888889
38,44.2432432432
39,43.1078947368
40,42.0307692308
41,41.0075
42,40.0341463415
43,39.1071428571
44,38.223255814
45,37.3795454545
46,36.5733333333
47,35.802173913
48,35.0638297872
49,34.35625
50,33.6775510204
51,33.026
52,32.4
53,31.7980769231
54,31.2188679245
55,30.6611111111
56,30.1236363636
57,29.6053571429
58,29.1052631579
59,28.6224137931
60,28.1559322034
61,27.705
62,27.268852459
63,26.8467741935
64,26.4380952381
65,26.0421875
66,25.6584615385
67,25.2863636364
68,24.9253731343
69,24.575
70,24.2347826087
71,23.9042857143
72,23.5830985915
73,23.2708333333
74,22.9671232877
75,22.6716216216
76,22.384
77,22.1039473684
78,21.8311688312
79,21.5653846154
80,21.3063291139
81,21.05375
82,20.8074074074
83,20.5670731707
84,20.3325301205
85,20.1035714286
86,19.88
87,19.661627907
88,19.4482758621
89,19.2397727273
90,19.0359550562
91,18.8366666667
92,18.6417582418
93,18.4510869565
94,18.264516129
95,18.0819148936
96,17.9031578947
97,17.728125
98,17.5567010309
99,17.3887755102
100,17.2242424242
101,17.063
102,16.904950495
103,16.75
104,16.5980582524
105,16.4490384615
106,16.3028571429
107,16.1594339623
108,16.0186915888
109,15.8805555556
110,15.7449541284
111,15.6118181818
112,15.4810810811
113,15.3526785714
114,15.2265486726
115,15.1026315789
116,14.9808695652
117,14.8612068966
118,14.7435897436
119,14.6279661017
120,14.5142857143
121,14.4025
122,14.2925619835
123,14.1844262295
124,14.0780487805
125,13.9733870968
126,13.8704
127,13.769047619
128,13.6692913386
129,13.57109375
130,13.4744186047
131,13.3792307692
132,13.2854961832
133,13.1931818182
134,13.1022556391
135,13.0126865672
136,12.9244444444
137,12.8375
138,12.7518248175
139,12.6673913043
140,12.5841726619
141,12.5021428571
142,12.4212765957
143,12.3415492958
144,12.2629370629
145,12.1854166667
146,12.1089655172
147,12.0335616438
148,11.9591836735
149,11.8858108108
150,11.8134228188
151,11.742
152,11.6715231788
153,11.6019736842
154,11.5333333333
155,11.4655844156
156,11.3987096774
157,11.3326923077
158,11.2675159236
159,11.203164557
160,11.1396226415
161,11.076875
162,11.0149068323
163,10.9537037037
164,10.8932515337
165,10.8335365854
166,10.7745454545
167,10.7162650602
168,10.6586826347
169,10.6017857143
170,10.5455621302
171,10.49
172,10.4350877193
173,10.3808139535
174,10.3271676301
175,10.274137931
176,10.2217142857
177,10.1698863636
178,10.1186440678
179,10.0679775281
180,10.017877095
181,9.96833333333
182,9.91933701657
183,9.87087912088
184,9.82295081967
185,9.77554347826
186,9.72864864865
187,9.68225806452
188,9.63636363636
189,9.59095744681
190,9.54603174603
191,9.50157894737
192,9.45759162304
193,9.4140625
194,9.37098445596
195,9.32835051546
196,9.28615384615
197,9.2443877551
198,9.20304568528
199,9.16212121212
200,9.1216080402
201,9.0815
202,9.04179104478
203,9.00247524752
204,8.96354679803
205,8.925
206,8.88682926829
207,8.84902912621
208,8.8115942029
209,8.77451923077
210,8.73779904306
211,8.70142857143
212,8.6654028436
213,8.62971698113
214,8.59436619718
215,8.55934579439
216,8.52465116279
217,8.49027777778
218,8.45622119816
219,8.42247706422
220,8.38904109589
221,8.35590909091
222,8.32307692308
223,8.29054054054
224,8.25829596413
225,8.22633928571
226,8.19466666667
227,8.16327433628
228,8.13215859031
229,8.10131578947
230,8.07074235808
231,8.04043478261
232,8.01038961039
233,7.98060344828
234,7.95107296137
235,7.92179487179
236,7.89276595745
237,7.86398305085
238,7.83544303797
239,7.80714285714
240,7.77907949791
241,7.75125
242,7.72365145228
243,7.69628099174
244,7.66913580247
245,7.64221311475
246,7.61551020408
247,7.58902439024
248,7.56275303644
249,7.53669354839
250,7.51084337349
251,7.4852
252,7.45976095618
253,7.43452380952
254,7.40948616601
255,7.38464566929
256,7.36
257,7.335546875
258,7.31128404669
259,7.28720930233
260,7.26332046332
261,7.23961538462
262,7.21609195402
263,7.1927480916
264,7.16958174905
265,7.14659090909
266,7.12377358491
267,7.10112781955
268,7.07865168539
269,7.05634328358
270,7.03420074349
271,7.01222222222
272,6.99040590406
273,6.96875
274,6.94725274725
275,6.92591240876
276,6.90472727273
277,6.88369565217
278,6.86281588448
279,6.84208633094
280,6.82150537634
281,6.80107142857
282,6.78078291815
283,6.76063829787
284,6.7406360424
285,6.72077464789
286,6.70105263158
287,6.68146853147
288,6.66202090592
289,6.64270833333
290,6.62352941176
291,6.60448275862
292,6.58556701031
293,6.56678082192
294,6.54812286689
295,6.52959183673
296,6.51118644068
297,6.49290540541
